1	32	2628
1	192	321
1	274	121
1	261	2429
1	88	171
1	56	4939
1	41	1016
1	122	3866
1	44	3685
1	287	1192
2	288	437
2	49	198
2	84	5601
2	228	2376
2	86	198
2	118	3435
2	72	918
2	219	1759
2	284	820
2	221	1716
3	160	520
3	177	425
3	210	262
3	67	517
3	84	5280
3	117	2337
3	119	25
3	40	1419
3	280	972
3	57	161
4	64	1210
4	19	1270
4	118	80
4	166	2289
4	262	458
4	214	864
4	231	1000
4	91	3507
4	31	427
4	111	169
1,3	80	597,2272
1,3	208	147,835
1,3	273	664,955
1,3	162	1004,745
1,3	84	3574,5280
1,3	117	3335,2337
1,3	149	300,356
1,3	265	230,1568
1,3	74	142,234
1,3	207	330,67
5	160	520
5	81	871
5	65	1108
5	146	723
5	275	2141
5	84	3366
5	117	2337
5	7	819
5	57	650
5	174	370
1,4	64	1561,1210
1,4	118	1531,80
1,4	166	1985,2289
1,4	198	1025,169
1,4	103	2623,2560
1,4	90	413,471
1,4	284	1759,2070
1,4	61	869,162
1,4	253	349,298
1,4	31	860,427
2,3	148	754,1608
2,3	180	1147,989
2,3	166	1577,2526
2,3	120	63,917
2,3	217	4029,998
2,3	89	248,459
2,3	157	24,622
2,3	206	652,775
2,3	31	1503,36
2,3	111	1060,262
6	288	1642
6	49	349
6	242	127
6	51	550
6	115	288
6	118	3430
6	72	1943
6	280	447
6	153	1082
6	93	837
1,5	85	622,702
1,5	165	2233,1569
1,5	279	763,1668
1,5	152	1907,1379
1,5	104	2208,3241
1,5	8	288,54
1,5	58	218,386
1,5	13	341,446
1,5	159	2096,3624
1,5	63	1337,221
2,4	241	229,404
2,4	226	394,44
2,4	115	72,939
2,4	164	709,259
2,4	100	2273,816
2,4	118	3435,80
2,4	231	2612,1000
2,4	281	336,1939
2,4	266	497,2928
2,4	91	43,3507
7	33	1347
7	114	2329
7	20	136
7	149	678
7	229	523
7	278	1435
7	266	340
7	75	254
7	267	1660
7	45	179
1,6	129	949,620
1,6	225	559,2
1,6	148	157,830
1,6	196	1166,2626
1,6	84	3574,5347
1,6	22	894,300
1,6	23	671,710
1,6	72	1561,1943
1,6	271	393,1823
1,6	47	296,569
2,5	64	2195,805
2,5	52	1167,1555
2,5	148	754,1252
2,5	134	2072,3026
2,5	72	918,1267
2,5	280	659,1135
2,5	56	3054,907
2,5	93	837,948
2,5	47	569,1110
2,5	79	492,1740
1,7	272	951,1345
1,7	275	2056,1512
1,7	20	3144,136
1,7	85	622,248
1,7	135	1567,734
1,7	10	811,861
1,7	75	521,254
1,7	270	1809,1178
1,7	223	1696,1872
1,7	63	1337,576
2,6	288	437,1642
2,6	129	1007,620
2,6	49	198,349
2,6	51	1156,550
2,6	244	554,602
2,6	132	284,284
2,6	86	198,198
2,6	249	72,3
2,6	93	837,837
2,6	142	602,558
3,6	115	502,288
3,6	22	331,300
3,6	118	3035,3430
3,6	150	559,447
3,6	23	763,710
3,6	232	190,291
3,6	280	972,447
3,6	89	459,543
3,6	250	497,288
3,6	190	802,561
2,7	259	375,384
2,7	83	2944,2729
2,7	20	2227,136
2,7	149	100,678
2,7	246	352,563
2,7	278	608,1435
2,7	199	2263,2079
2,7	44	1708,3784
2,7	189	534,963
2,7	207	398,330
3,7	160	520,298
3,7	144	193,378
3,7	33	1516,1347
3,7	275	1794,1512
3,7	245	1704,859
3,7	85	768,248
