L            	HA	LA	CO	BA	FR	GM	BM
give heart   	0,000	0,000	8,465	0,000	0,000	0,000	0,000	
give help    	0,000	0,000	0,000	0,000	5,628	0,000	0,000	
glue screen  	2,759	0,000	0,000	0,000	0,000	0,000	0,000	
go school    	0,000	0,000	0,000	3,521	0,000	0,000	0,000	
go wrong     	0,000	0,000	0,000	0,000	0,000	0,000	6,811	
good message 	0,000	0,000	0,000	2,933	0,000	0,000	0,000	
good mood    	0,000	0,000	0,000	0,000	0,000	10,563	0,000	
good time    	0,000	0,000	0,000	0,000	7,202	3,601	0,000	
good vibe    	0,000	0,000	0,000	0,000	0,000	4,349	0,000	
good win     	0,000	0,000	0,000	0,000	0,000	3,386	0,000	
great animation	0,000	0,000	0,000	4,321	0,000	0,000	0,000	
great emotion	0,000	0,000	8,803	0,000	0,000	0,000	0,000	
great energy 	0,000	0,000	0,000	0,000	0,000	7,312	0,000	
great lesson 	0,000	0,000	0,000	3,146	0,000	0,000	0,000	
great rhythm 	0,000	4,349	0,000	0,000	0,000	0,000	0,000	
great time   	0,000	0,000	0,000	0,000	3,901	0,000	0,000	
happy family 	0,000	0,000	0,000	5,205	0,000	0,000	0,000	
hard understand	4,858	0,000	0,000	0,000	0,000	0,000	0,000	
have attention	3,494	0,000	0,000	0,000	0,000	0,000	0,000	
have care    	0,000	0,000	0,000	0,000	5,052	0,000	0,000	
have chemistry	0,000	0,000	5,242	0,000	0,000	0,000	0,000	
have confidence	0,000	0,000	0,000	0,000	5,242	0,000	0,000	
have connection	0,000	0,000	5,026	0,000	0,000	0,000	0,000	
have enjoy   	0,000	0,000	0,000	4,498	0,000	0,000	0,000	
have fear    	0,000	0,000	0,000	0,000	0,000	0,000	3,617	
have feeling 	0,000	0,000	8,758	0,000	0,000	0,000	0,000	
have fun     	0,000	0,000	0,000	0,000	0,000	3,643	0,000	
have message 	0,000	0,000	0,000	3,194	0,000	0,000	0,000	
have passion 	0,000	0,000	5,138	0,000	0,000	0,000	0,000	
have smile   	0,000	0,000	0,000	3,447	0,000	0,000	0,000	
have soul    	5,079	0,000	0,000	0,000	0,000	0,000	0,000	
have struggle	0,000	0,000	0,000	0,000	0,000	0,000	5,205	
have suspense	4,840	0,000	0,000	0,000	0,000	0,000	0,000	
head turn    	9,252	0,000	0,000	0,000	0,000	0,000	0,000	
heart beat   	0,000	0,000	6,580	0,000	0,000	0,000	0,000	
heart break  	0,000	0,000	9,170	0,000	0,000	0,000	5,002	
heart emotion	0,000	0,000	5,484	0,000	0,000	0,000	0,000	
heart warm   	0,000	0,000	3,227	0,000	0,000	0,000	0,000	
help hand    	0,000	0,000	0,000	0,000	5,719	0,000	0,000	
help relax   	0,000	4,118	0,000	0,000	0,000	0,000	0,000	
hero story   	0,000	0,000	0,000	3,239	0,000	0,000	0,000	
hide meaning 	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
hide something	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
high fidelity	4,349	0,000	0,000	0,000	0,000	0,000	0,000	
hilarious moment	0,000	0,000	0,000	0,000	4,776	9,552	0,000	
historical movie	8,012	0,000	0,000	0,000	0,000	0,000	0,000	
hit deep     	0,000	0,000	3,983	0,000	0,000	0,000	0,000	
hit hard     	0,000	0,000	3,701	0,000	0,000	0,000	0,000	
hold arm     	0,000	0,000	3,887	0,000	0,000	0,000	0,000	
hold attention	4,655	0,000	0,000	0,000	0,000	0,000	0,000	
hope future  	0,000	0,000	0,000	4,858	0,000	0,000	0,000	
hour company 	0,000	10,296	0,000	0,000	0,000	0,000	0,000	
human cruelty	0,000	0,000	0,000	0,000	3,887	0,000	5,831	
human emotion	0,000	0,000	2,714	0,000	0,000	0,000	0,000	
human feeling	0,000	0,000	3,368	0,000	0,000	0,000	0,000	
human nature 	1,981	0,000	0,000	0,000	0,000	0,000	0,000	
humor brilliant	0,000	0,000	0,000	0,000	0,000	3,701	0,000	
hurt heart   	0,000	0,000	0,000	0,000	0,000	0,000	6,177	
hurt people  	0,000	0,000	0,000	0,000	0,000	0,000	3,887	
impossible understand	6,524	0,000	0,000	0,000	0,000	0,000	0,000	
impressive movie	3,080	0,000	0,000	0,000	0,000	0,000	0,000	
impressive scene	3,617	0,000	0,000	0,000	0,000	0,000	0,000	
incurable romantic	0,000	0,000	6,177	0,000	0,000	0,000	0,000	
inspirational message	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
intelligent story	2,585	0,000	0,000	0,000	0,000	0,000	0,000	
intense emotion	3,447	0,000	0,000	0,000	0,000	0,000	0,000	
intimate relationship	0,000	0,000	3,617	0,000	0,000	0,000	0,000	
intricate character	3,752	0,000	0,000	0,000	0,000	0,000	0,000	
intricate complex	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
intricate plot	8,756	0,000	0,000	0,000	0,000	0,000	0,000	
intricate story	3,550	0,000	0,000	0,000	0,000	0,000	0,000	
intriguing storyline	5,484	0,000	0,000	0,000	0,000	0,000	0,000	
ironic funny 	0,000	0,000	0,000	0,000	0,000	6,524	0,000	
joy eye      	0,000	3,752	0,000	0,000	0,000	0,000	0,000	
keep focus   	3,290	0,000	0,000	0,000	0,000	0,000	0,000	
keep promise 	0,000	0,000	0,000	0,000	5,325	0,000	0,000	
keep secret  	0,000	0,000	0,000	0,000	9,870	0,000	0,000	
key line     	3,752	0,000	0,000	0,000	0,000	0,000	0,000	
kid adult    	0,000	0,000	0,000	1,926	0,000	0,000	0,000	
kid movie    	0,000	0,000	0,000	2,679	0,000	0,000	0,000	
kill opponent	0,000	0,000	0,000	0,000	0,000	0,000	3,983	
laugh hard   	0,000	0,000	0,000	0,000	0,000	4,414	0,000	
learn talk   	0,000	0,000	0,000	4,349	0,000	0,000	0,000	
lesson learn 	0,000	0,000	0,000	8,191	0,000	0,000	0,000	
life change  	3,059	0,000	0,000	0,000	0,000	0,000	0,000	
life lesson  	4,445	0,000	0,000	2,963	8,889	0,000	0,000	
life partner 	0,000	0,000	3,983	0,000	0,000	0,000	0,000	
light comedy 	0,000	5,282	0,000	0,000	0,000	0,000	0,000	
light note   	0,000	4,118	0,000	0,000	0,000	0,000	0,000	
light story  	0,000	5,551	0,000	0,000	0,000	0,000	0,000	
linear storyline	0,000	6,177	0,000	0,000	0,000	0,000	0,000	
little gem   	0,000	0,000	0,000	3,137	0,000	0,000	0,000	
little one   	0,000	0,000	0,000	4,643	0,000	0,000	0,000	
little simple	0,000	3,983	0,000	0,000	0,000	0,000	0,000	
long last    	0,000	0,000	0,000	0,000	5,325	0,000	0,000	
look eye     	0,000	0,000	7,820	0,000	0,000	0,000	0,000	
loss friend  	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
love life    	0,000	0,000	5,275	0,000	0,000	0,000	0,000	
love story   	0,000	0,000	7,524	0,000	0,000	0,000	0,000	
lovely heart 	0,000	0,000	4,349	0,000	0,000	0,000	0,000	
low attention	0,000	10,296	0,000	0,000	0,000	0,000	0,000	
magical atmosphere	0,000	0,000	0,000	6,524	0,000	0,000	0,000	
magical story	0,000	0,000	0,000	8,579	0,000	0,000	0,000	
make cry     	0,000	0,000	0,000	0,000	0,000	0,000	2,740	
make feel    	0,000	0,000	2,212	0,000	0,000	0,000	0,000	
make laugh   	0,000	0,000	0,000	0,000	2,277	7,401	0,000	
make sense   	3,701	0,000	0,000	0,000	0,000	0,000	0,000	
martial art  	0,000	0,000	0,000	0,000	0,000	0,000	2,377	
mean word    	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
message be   	0,000	0,000	0,000	2,488	0,000	0,000	0,000	
metaphor life	5,107	0,000	0,000	0,000	0,000	0,000	0,000	
mind trip    	3,656	0,000	0,000	0,000	0,000	0,000	0,000	
moment hilarious	0,000	6,177	0,000	0,000	0,000	0,000	0,000	
moment truth 	0,000	0,000	3,813	0,000	5,719	0,000	0,000	
mother love  	0,000	0,000	0,000	3,184	0,000	0,000	0,000	
movie youth  	0,000	0,000	0,000	7,775	0,000	0,000	0,000	
much heart   	0,000	0,000	0,000	5,026	0,000	0,000	0,000	
nice chemistry	0,000	0,000	2,814	0,000	0,000	0,000	0,000	
nostalgia childhood	0,000	0,000	0,000	3,887	0,000	0,000	0,000	
old friend   	0,000	0,000	0,000	0,000	4,520	0,000	0,000	
original set 	3,752	0,000	0,000	0,000	0,000	0,000	0,000	
passion chemistry	0,000	0,000	4,118	0,000	0,000	0,000	0,000	
passion desire	0,000	0,000	3,089	0,000	0,000	0,000	0,000	
pay attention	10,281	0,000	0,000	0,000	0,000	0,000	0,000	
peaceful set 	0,000	0,000	0,000	0,000	0,000	6,524	0,000	
perfect date 	0,000	0,000	3,319	0,000	0,000	0,000	0,000	
perfect match	0,000	0,000	3,103	0,000	0,000	0,000	0,000	
philosophy life	3,701	0,000	0,000	0,000	0,000	0,000	0,000	
physical attraction	0,000	0,000	3,617	0,000	0,000	0,000	0,000	
picture love 	0,000	0,000	3,656	0,000	0,000	0,000	0,000	
plain simple 	0,000	11,565	0,000	0,000	0,000	0,000	0,000	
pleasant dream	0,000	5,975	0,000	0,000	0,000	0,000	0,000	
pleasant movie	0,000	5,425	0,000	0,000	0,000	0,000	0,000	
plot twist   	4,105	0,000	0,000	0,000	0,000	0,000	0,000	
powerful film	2,600	0,000	0,000	0,000	0,000	0,000	0,000	
powerful movie	0,000	0,000	3,990	0,000	0,000	0,000	0,000	
profound love	0,000	0,000	7,207	0,000	0,000	0,000	0,000	
psychological thriller	0,000	0,000	0,000	0,000	0,000	0,000	7,791	
punch face   	0,000	0,000	0,000	0,000	0,000	0,000	5,551	
pure poetry  	0,000	3,813	0,000	0,000	0,000	0,000	0,000	
put heart    	0,000	0,000	3,263	0,000	0,000	0,000	0,000	
raw violent  	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
real feeling 	0,000	0,000	3,319	0,000	0,000	0,000	0,000	
real joy     	0,000	0,000	0,000	0,000	0,000	3,425	0,000	
real life    	1,606	0,000	0,000	0,000	0,000	0,000	0,000	
real romance 	0,000	0,000	3,983	0,000	0,000	0,000	0,000	
real tension 	0,000	0,000	0,000	0,000	0,000	0,000	5,831	
realism be   	0,000	0,000	0,000	0,000	0,000	0,000	4,520	
reflect life 	5,079	0,000	0,000	0,000	0,000	0,000	0,000	
relax movie  	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
remember youth	0,000	0,000	0,000	6,524	0,000	0,000	0,000	
rest life    	0,000	0,000	2,948	0,000	0,000	0,000	0,000	
right heart  	0,000	0,000	3,550	0,000	0,000	0,000	0,000	
romance passion	0,000	0,000	5,831	0,000	0,000	0,000	0,000	
romantic attraction	0,000	0,000	6,177	0,000	0,000	0,000	0,000	
romantic couple	0,000	0,000	8,579	0,000	0,000	0,000	0,000	
romantic feel	0,000	0,000	2,987	0,000	0,000	0,000	0,000	
romantic instinct	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
romantic movie	0,000	0,000	8,771	0,000	0,000	0,000	0,000	
romantic set 	0,000	0,000	8,237	0,000	0,000	0,000	0,000	
romantic story	0,000	0,000	9,957	0,000	0,000	0,000	0,000	
science fiction	2,137	0,000	0,000	3,206	0,000	0,000	0,000	
seductive ease	0,000	0,000	4,349	0,000	0,000	0,000	0,000	
see engage   	3,262	0,000	0,000	0,000	0,000	0,000	0,000	
see little   	0,000	0,000	0,000	3,066	0,000	0,000	0,000	
see red      	0,000	0,000	0,000	0,000	0,000	0,000	3,983	
sense justice	0,000	0,000	0,000	0,000	0,000	0,000	5,052	
sensitive child	0,000	0,000	0,000	5,831	0,000	0,000	0,000	
sentimental nostalgic	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
share interest	0,000	0,000	0,000	0,000	6,177	0,000	0,000	
shocking scene	0,000	0,000	0,000	0,000	0,000	0,000	5,079	
shoot head   	0,000	0,000	0,000	0,000	0,000	0,000	5,484	
short movie  	0,000	10,340	0,000	0,000	0,000	0,000	0,000	
simple easy  	0,000	10,483	0,000	0,000	0,000	0,000	0,000	
simple entertaining	0,000	4,349	0,000	0,000	0,000	0,000	0,000	
simple humor 	0,000	0,000	0,000	4,118	0,000	0,000	0,000	
simple light 	0,000	4,349	0,000	0,000	0,000	0,000	0,000	
simple plot  	0,000	10,706	0,000	0,000	0,000	0,000	0,000	
sit laugh    	0,000	0,000	0,000	0,000	0,000	9,532	0,000	
slow pace    	0,000	4,568	0,000	0,000	0,000	0,000	0,000	
something laugh	0,000	0,000	0,000	0,000	0,000	6,177	0,000	
something learn	0,000	0,000	0,000	2,713	0,000	0,000	0,000	
something miss	3,319	0,000	0,000	0,000	0,000	0,000	0,000	
something new	2,407	0,000	0,000	0,000	0,000	0,000	0,000	
soothing voice	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
soul mate    	0,000	0,000	6,608	0,000	0,000	0,000	0,000	
special effect	0,000	0,000	0,000	2,344	0,000	0,000	0,000	
spectacular be	0,000	0,000	0,000	0,000	0,000	3,020	0,000	
spend hour   	0,000	8,420	0,000	0,000	0,000	0,000	0,000	
spirit friend	0,000	0,000	0,000	0,000	6,177	0,000	0,000	
stay focus   	3,617	0,000	0,000	0,000	0,000	0,000	0,000	
stop laugh   	0,000	0,000	0,000	0,000	4,935	3,290	0,000	
story complex	3,425	0,000	0,000	0,000	0,000	0,000	0,000	
storyline complex	6,524	0,000	0,000	0,000	0,000	0,000	0,000	
straight forward	0,000	6,177	0,000	0,000	0,000	0,000	0,000	
superhero fan	0,000	0,000	0,000	5,425	0,000	0,000	0,000	
surprising ending	3,494	0,000	0,000	0,000	0,000	0,000	0,000	
surreal trip 	0,000	0,000	0,000	6,177	0,000	0,000	0,000	
sweet delicate	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
sweet heart  	0,000	0,000	0,000	4,118	0,000	0,000	0,000	
sweet right  	0,000	0,000	6,177	0,000	0,000	0,000	0,000	
take break   	0,000	5,894	0,000	0,000	0,000	0,000	0,000	
take breath  	0,000	0,000	5,006	0,000	0,000	0,000	0,000	
take easy    	0,000	6,810	0,000	0,000	0,000	0,000	0,000	
teach value  	0,000	0,000	0,000	3,550	0,000	0,000	0,000	
teddy bear   	0,000	0,000	0,000	3,887	0,000	0,000	0,000	
teen life    	0,000	0,000	0,000	5,484	0,000	0,000	0,000	
tell truth   	0,000	0,000	0,000	0,000	4,400	0,000	0,000	
tender heart 	0,000	0,000	0,000	5,425	0,000	0,000	0,000	
theatrical performance	3,887	0,000	0,000	0,000	0,000	0,000	0,000	
think hard   	3,521	0,000	0,000	0,000	0,000	0,000	0,000	
time fly     	0,000	3,447	0,000	0,000	0,000	0,000	0,000	
time life    	0,000	0,000	0,000	2,801	0,000	0,000	0,000	
time shine   	0,000	0,000	0,000	0,000	0,000	3,582	0,000	
touch heart  	0,000	0,000	10,245	0,000	0,000	0,000	0,000	
touch soul   	3,319	0,000	0,000	0,000	0,000	0,000	0,000	
touch story  	0,000	0,000	3,216	0,000	0,000	0,000	0,000	
true feeling 	0,000	0,000	3,494	0,000	10,483	0,000	0,000	
true friend  	0,000	0,000	0,000	0,000	10,409	0,000	0,000	
true friendship	0,000	0,000	0,000	0,000	5,138	0,000	0,000	
true love    	0,000	0,000	9,546	0,000	0,000	0,000	0,000	
understand movie	4,321	0,000	0,000	0,000	0,000	0,000	0,000	
unpredictable exciting	6,524	0,000	0,000	0,000	0,000	0,000	0,000	
valuable lesson	0,000	0,000	0,000	5,002	0,000	0,000	0,000	
value love   	0,000	0,000	3,617	0,000	0,000	0,000	0,000	
victim be    	0,000	0,000	0,000	0,000	0,000	0,000	5,107	
violence be  	0,000	0,000	0,000	0,000	0,000	0,000	4,009	
violent scene	0,000	0,000	0,000	0,000	0,000	0,000	4,719	
visual splendid	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
wake nightmare	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
want learn   	0,000	0,000	0,000	3,155	0,000	0,000	0,000	
want more    	4,469	0,000	0,000	0,000	0,000	0,000	0,000	
war be       	0,000	0,000	0,000	0,000	0,000	0,000	3,832	
warm heart   	0,000	0,000	3,174	0,000	0,000	0,000	0,000	
watch calm   	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
well deserve 	0,000	0,000	0,000	0,000	0,000	5,975	0,000	
whole family 	0,000	0,000	0,000	3,219	0,000	0,000	0,000	
witty dialogue	0,000	0,000	0,000	0,000	0,000	2,846	0,000	
witty interesting	0,000	0,000	0,000	0,000	0,000	6,177	0,000	
young child  	0,000	0,000	0,000	2,668	0,000	0,000	0,000	
young lady   	0,000	0,000	0,000	3,164	0,000	0,000	0,000	
young man    	0,000	0,000	0,000	2,347	0,000	0,000	0,000	
young one    	0,000	0,000	0,000	5,170	0,000	0,000	0,000	
