1	32	739,2761,3050
1	272	606,348,1148
1	274	121,522,489
1	261	2429,541,3087
1	165	1921,2233,405
1	88	1977,57,171
1	41	603,1083,681
1	122	3157,7,3866
1	203	77,169,819
1	287	690,251,1294
2	288	732,988,1175
2	129	1007,675,1166
2	51	1094,1602,191
2	244	99,554,54
2	118	2826,1715,2275
2	72	1329,1812,114
2	153	378,779,1193
2	93	365,320,796
2	142	596,602,765
2	47	537,1189,732
3	193	1531,5072,3888
3	67	228,448,517
3	116	1261,1315,1004
3	84	3459,2574,1562
3	117	4157,5449,342
3	119	274,629,93
3	40	375,943,1419
3	120	737,1779,1001
3	280	357,199,42
3	157	1375,790,1239
4	64	214,147,1909
4	241	234,190,192
4	226	474,242,339
4	19	139,653,1046
4	100	1242,1324,679
4	118	3607,3254,1040
4	231	1218,1223,2017
4	91	887,1477,319
4	237	556,315,380
4	31	778,2657,1851
1,3	273	415,838,855
1,3	210	1069,1037,478
1,3	162	1535,959,442
1,3	116	1261,1315,1004
1,3	84	3459,2574,1562
1,3	117	1373,4157,5449
1,3	57	334,194,76
1,3	217	909,4730,452
1,3	265	230,1130,1729
1,3	74	433,142,248
5	65	120,297,209
5	146	329,201,76
5	84	1081,4915,3802
5	148	2158,721,867
5	117	3002,4846,2337
5	7	819,1286,3152
5	232	247,47,545
5	72	1267,167,1872
5	152	1738,1817,1379
5	58	1046,386,33
1,4	64	1212,214,147
1,4	161	1357,1344,488
1,4	118	3607,3254,1040
1,4	166	1198,137,845
1,4	262	97,535,1834
1,4	198	605,1133,162
1,4	103	2976,115,226
1,4	91	887,1477,319
1,4	61	891,994,417
1,4	31	778,1851,2657
2,3	177	99,258,123
2,3	115	1051,698,443
2,3	148	821,888,1044
2,3	117	5182,2797,4388
2,3	6	46,2732,2189
2,3	22	449,300,297
2,3	280	880,896,1318
2,3	89	118,248,208
2,3	206	685,699,117
2,3	111	1647,519,942
6	288	732,760,444
6	242	364,131,77
6	51	1525,1185,1261
6	118	1915,2462,3371
6	263	32,259,76
6	72	180,1713,1329
