1	32	2326
1	80	531
1	84	4025
1	88	2384
1	122	1390
1	152	57
1	162	1585
1	194	1780
1	265	1300
1	275	2857
2	7	294
2	13	153
2	31	1955
2	52	734
2	70	506
2	84	379
2	95	74
2	114	4266
2	117	2
2	184	4
3	6	2048
3	40	808
3	67	448
3	84	3679
3	116	1313
3	117	396
3	193	2367
3	206	897
3	210	536
3	280	1313
4	31	2254
4	64	2168
4	88	432
4	90	138
4	91	400
4	100	3012
4	103	3175
4	118	2119
4	166	1316
4	262	1199
5	7	937
5	32	1524
5	65	9
5	71	2323
5	84	417
5	117	5149
5	152	359
5	157	1326
5	174	288
5	277	927
6	47	1010
6	51	454
6	72	490
6	93	1127
6	100	1318
6	115	504
6	118	1488
6	153	956
6	244	6
6	288	248
7	4	2910
7	14	612
7	43	2063
7	44	1254
7	83	2729
7	114	1927
7	199	3214
7	245	806
7	266	4225
7	267	163
1,3	7	2047,1665
1,3	20	1739,387
1,3	120	1657,672
1,3	135	1296,1827
1,3	149	663,517
1,3	157	2844,1625
1,3	188	161,1785
1,3	208	73,301
1,3	217	1999,1751
1,3	273	168,862
1,4	10	7098,4052
1,4	36	1740,1136
1,4	83	3605,1892
1,4	107	1770,2026
1,4	111	485,1674
1,4	164	300,221
1,4	196	54,1542
1,4	214	938,667
1,4	228	858,418
1,4	281	1254,2506
1,5	9	531,1006
1,5	18	180,126
1,5	44	850,589
1,5	58	913,1444
1,5	63	1337,221
1,5	81	601,709
1,5	85	1306,1273
1,5	146	18,720
1,5	210	247,462
1,5	287	1465,430
1,6	27	2960,3398
1,6	79	809,704
1,6	83	3605,2834
1,6	84	4025,3601
1,6	91	661,2270
1,6	98	3676,1232
1,6	106	429,1269
1,6	134	1700,2552
1,6	148	994,573
1,6	283	795,954
1,7	10	7098,3496
1,7	14	1106,612
1,7	20	1739,1382
1,7	33	985,259
1,7	117	1790,3790
1,7	159	1340,533
1,7	229	1803,1096
1,7	261	2289,1524
1,7	270	1006,1796
1,7	279	135,113
2,3	80	1043,541
2,3	89	7,108
2,3	104	2171,2196
2,3	125	107,443
2,3	148	459,2294
