L              	HA	LA	CO	BA	FR	GM	BM
gratitude      	0.000	0.000	0.000	0.000	6.502	2.438	0.000	
wizard         	0.000	0.000	0.000	2.334	0.000	0.000	0.000	
clear          	0.000	1.013	0.000	0.000	0.000	0.000	0.000	
intrigue       	3.949	0.000	0.000	0.000	0.000	0.000	0.000	
credibility    	0.000	0.000	0.000	0.000	2.857	0.000	0.000	
adorable       	0.000	0.000	0.000	9.656	0.000	7.725	0.000	
unhappy        	0.000	0.000	0.000	0.000	0.000	0.000	3.216	
prosperous     	0.000	0.000	0.000	0.000	0.000	5.719	0.000	
hug            	0.000	0.000	3.096	2.322	6.037	0.000	0.000	
friendship     	0.000	0.000	0.000	0.000	5.169	0.000	0.000	
sophisticated  	4.344	0.000	0.000	0.000	0.000	0.000	0.000	
teenage        	0.000	0.000	0.000	3.463	0.000	0.000	0.000	
lip            	0.000	0.000	7.191	0.000	0.000	0.000	0.000	
forgive        	0.000	0.000	0.000	0.000	7.779	0.000	0.000	
baby           	0.000	0.000	0.000	6.282	0.000	0.000	0.000	
trust          	0.000	0.000	5.917	0.000	12.899	0.000	0.000	
kindness       	0.000	0.000	4.352	0.000	0.000	4.352	0.000	
focal          	2.513	0.000	0.000	0.000	0.000	0.000	0.000	
poignant       	0.000	0.000	2.186	0.000	0.000	0.000	0.000	
certainty      	0.000	0.000	0.000	0.000	3.521	0.000	0.000	
honey          	0.000	0.000	6.702	0.000	0.000	0.000	0.000	
attention      	6.994	0.000	0.000	0.000	0.000	0.000	0.000	
depress        	0.000	0.000	0.000	0.000	0.000	0.000	3.216	
humor          	0.000	0.000	0.000	1.244	0.000	1.659	0.000	
surreal        	1.764	0.000	0.000	0.000	0.000	0.000	0.000	
speedy         	0.000	9.262	0.000	0.000	0.000	0.000	0.000	
confusion      	2.047	0.000	0.000	0.000	0.000	0.000	0.000	
joy            	0.000	0.000	1.270	1.270	0.000	7.514	0.000	
mysterious     	6.351	0.000	0.000	2.309	0.000	0.000	0.000	
onslaught      	0.000	0.000	0.000	0.000	0.000	0.000	3.494	
soundtrack     	1.785	0.000	0.000	0.000	0.000	0.000	0.000	
psycho         	0.000	0.000	0.000	0.000	0.000	0.000	2.722	
sexual         	0.000	0.000	2.437	0.000	0.000	0.000	0.000	
violence       	0.000	0.000	0.000	0.000	0.000	0.000	8.098	
oppose         	0.000	0.000	0.000	0.000	0.000	0.000	5.144	
companion      	0.000	0.000	0.000	0.000	2.677	0.000	0.000	
steep          	3.216	0.000	0.000	0.000	0.000	0.000	0.000	
enjoy          	0.000	0.000	1.204	0.903	0.903	2.830	0.000	
false          	0.000	0.000	0.000	0.000	0.000	0.000	6.883	
graphic        	0.000	0.000	0.000	1.495	0.000	0.000	0.000	
psychology     	4.207	0.000	2.804	0.000	0.000	0.000	0.000	
drunk          	0.000	0.000	0.000	0.000	0.000	0.000	2.108	
comedy         	0.000	3.237	0.000	1.214	1.619	1.214	0.000	
wondrous       	0.000	0.000	0.000	2.938	0.000	0.000	0.000	
splendid       	0.000	0.000	0.000	2.480	0.000	0.000	0.000	
wife           	0.000	0.000	5.368	0.000	0.000	0.000	0.000	
heartbreak     	0.000	0.000	0.000	0.000	0.000	0.000	7.421	
detective      	1.798	0.000	0.000	0.000	0.000	0.000	0.000	
foolish        	0.000	0.000	0.000	0.000	0.000	0.000	3.447	
linear         	0.000	11.256	0.000	0.000	0.000	0.000	0.000	
incomprehensible	3.386	0.000	0.000	0.000	0.000	0.000	0.000	
bright         	0.000	0.000	0.000	0.000	0.000	2.319	0.000	
happiness      	0.000	0.000	0.000	1.856	0.000	12.374	0.000	
grow           	1.399	0.000	0.000	1.399	0.000	0.000	0.000	
irony          	4.993	0.000	0.000	0.000	0.000	0.000	0.000	
obstacle       	2.938	0.000	0.000	0.000	0.000	0.000	0.000	
evil           	0.000	0.000	0.000	0.000	0.000	0.000	1.566	
romantic       	0.000	0.000	10.806	0.000	0.000	0.000	0.000	
script         	1.247	0.000	0.000	0.000	0.000	0.000	0.000	
silly          	0.000	0.000	0.000	0.000	0.000	0.000	4.304	
piss           	0.000	0.000	0.000	0.000	0.000	0.000	3.447	
soulmate       	0.000	0.000	3.425	0.000	0.000	0.000	0.000	
mental         	5.816	0.000	0.000	0.000	0.000	0.000	0.000	
special        	1.027	0.000	0.000	0.000	0.000	0.000	0.000	
help           	0.000	0.000	0.000	0.000	8.500	1.635	0.000	
lucidity       	3.983	0.000	0.000	0.000	0.000	0.000	0.000	
regret         	0.000	0.000	0.000	0.000	0.000	0.000	4.110	
relaxation     	0.000	5.831	0.000	0.000	0.000	0.000	0.000	
instant        	0.000	7.997	0.000	0.000	0.000	0.000	0.000	
revenge        	0.000	0.000	0.000	0.000	0.000	0.000	6.092	
encourage      	0.000	0.000	0.000	0.000	9.013	0.000	0.000	
mind           	1.936	0.000	0.000	0.000	0.000	0.000	0.000	
weaken         	0.000	4.956	0.000	0.000	0.000	0.000	0.000	
imaginary      	0.000	0.000	0.000	9.310	0.000	0.000	0.000	
tender         	0.000	5.547	3.698	4.314	4.314	5.547	0.000	
fellow         	0.000	0.000	0.000	0.000	1.842	0.000	0.000	
introspective  	2.938	0.000	0.000	0.000	0.000	0.000	0.000	
wedding        	0.000	0.000	2.630	0.000	0.000	0.000	0.000	
mature         	1.714	0.000	0.000	0.000	0.000	0.000	0.000	
abuse          	0.000	0.000	0.000	0.000	0.000	0.000	1.701	
riddle         	3.386	0.000	0.000	0.000	0.000	0.000	0.000	
magnificent    	0.000	0.000	0.000	1.547	0.000	0.000	0.000	
energy         	0.000	0.000	0.000	0.000	0.000	4.010	0.000	
young          	0.000	0.000	0.000	2.787	0.000	0.000	0.000	
spectacular    	0.000	0.000	0.000	0.000	0.000	1.944	0.000	
achieve        	2.249	0.000	0.000	0.000	0.000	0.000	0.000	
loose          	0.000	2.658	0.000	0.000	0.000	0.000	0.000	
anger          	0.000	0.000	0.000	0.000	0.000	0.000	11.003	
skill          	1.636	0.000	0.000	0.000	0.000	0.000	0.000	
childhood      	0.000	0.000	0.000	5.845	0.000	4.782	0.000	
bitter         	0.000	0.000	0.000	0.000	0.000	0.000	5.769	
heavenly       	0.000	0.000	0.000	2.513	0.000	0.000	0.000	
doll           	0.000	0.000	0.000	2.238	0.000	0.000	0.000	
innocent       	0.000	0.000	0.000	2.294	0.000	0.000	0.000	
delight        	0.000	0.000	0.000	0.000	0.000	4.464	0.000	
euphoria       	0.000	0.000	0.000	0.000	0.000	3.752	0.000	
seductive      	0.000	0.000	7.133	0.000	0.000	0.000	0.000	
hit            	0.000	0.000	1.865	0.000	0.000	0.000	1.119	
dark           	0.000	0.000	0.000	0.000	0.000	0.000	4.069	
anxiety        	0.000	0.000	0.000	0.000	0.000	0.000	2.953	
rage           	0.000	0.000	0.000	0.000	0.000	0.000	10.028	
sympathetic    	0.000	0.000	0.000	0.000	2.341	0.000	0.000	
importance     	1.878	0.000	0.000	0.000	0.000	0.000	0.000	
cheerful       	0.000	0.000	0.000	0.000	0.000	4.776	0.000	
decipher       	2.489	0.000	0.000	0.000	0.000	0.000	0.000	
enraged        	0.000	0.000	0.000	0.000	0.000	0.000	2.776	
youth          	0.000	0.000	0.000	1.838	0.000	0.000	0.000	
misery         	0.000	0.000	0.000	0.000	0.000	0.000	2.036	
silent         	0.000	1.930	0.000	0.000	0.000	0.000	0.000	
fancy          	0.000	0.000	0.000	7.171	0.000	0.000	0.000	
emphasize      	2.049	0.000	0.000	0.000	0.000	0.000	0.000	
insane         	0.000	0.000	0.000	0.000	0.000	0.000	4.211	
unusual        	1.728	0.000	0.000	0.000	0.000	0.000	0.000	
wait           	0.000	2.011	0.000	0.000	0.000	0.000	0.000	
humiliating    	0.000	0.000	0.000	0.000	0.000	0.000	8.442	
quiet          	0.000	8.356	0.000	0.000	0.000	0.000	0.000	
fellowship     	0.000	0.000	0.000	0.000	2.860	0.000	0.000	
solve          	7.438	0.000	0.000	0.000	0.000	0.000	0.000	
cutie          	0.000	0.000	0.000	2.641	0.000	0.000	0.000	
psychological  	4.383	0.000	0.000	0.000	0.000	0.000	3.287	
kid            	0.000	0.000	0.000	1.187	0.000	0.000	0.000	
cry            	0.000	0.000	0.000	0.000	1.271	0.000	1.271	
gag            	0.000	3.218	0.000	0.000	2.011	0.000	0.000	
relentless     	0.000	0.000	0.000	0.000	0.000	0.000	2.876	
chemistry      	0.000	0.000	9.425	0.000	0.000	0.000	0.000	
advise         	0.000	0.000	0.000	0.000	6.381	0.000	0.000	
express        	0.000	0.000	0.000	0.000	1.408	0.000	0.000	
cerebral       	2.113	0.000	0.000	0.000	0.000	0.000	0.000	
distract       	0.000	10.947	0.000	0.000	0.000	0.000	0.000	
little         	0.000	0.000	0.000	1.144	0.000	0.000	0.000	
attract        	0.000	0.000	8.031	0.000	0.000	0.000	0.000	
beauty         	0.000	0.000	1.867	0.000	0.000	0.000	0.000	
private        	0.000	0.000	2.266	0.000	0.000	0.000	0.000	
subtle         	3.438	0.000	0.000	0.000	0.000	0.000	0.000	
lover          	0.000	0.000	5.493	0.000	0.000	0.000	0.000	
happy          	0.000	0.000	0.000	1.310	0.000	8.207	0.000	
cartoon        	0.000	0.000	0.000	7.440	0.000	4.579	0.000	
symbolism      	1.950	0.000	0.000	0.000	0.000	0.000	0.000	
stimulate      	0.000	0.000	0.000	2.074	0.000	0.000	0.000	
aim            	2.051	0.000	0.000	0.000	0.000	0.000	0.000	
loyal          	0.000	0.000	0.000	0.000	11.891	0.000	0.000	
couple         	0.000	0.000	4.824	0.000	0.000	0.000	0.000	
message        	0.000	0.000	0.000	4.669	0.000	0.000	0.000	
tense          	1.822	0.000	0.000	0.000	0.000	0.000	0.000	
interpret      	4.955	0.000	0.000	0.000	0.000	0.000	0.000	
surprise       	1.061	0.000	0.000	0.000	0.000	0.000	0.000	
confuse        	3.537	0.000	0.000	0.000	0.000	0.000	0.000	
hypocrite      	0.000	0.000	0.000	0.000	0.000	0.000	5.377	
trustworthy    	0.000	0.000	0.000	0.000	3.582	0.000	0.000	
faith          	0.000	0.000	0.000	0.000	10.219	0.000	0.000	
partner        	0.000	0.000	6.574	0.000	0.000	0.000	0.000	
goodwill       	0.000	0.000	0.000	0.000	3.521	0.000	0.000	
rawness        	0.000	0.000	0.000	0.000	0.000	0.000	3.405	
teddy          	0.000	0.000	0.000	2.814	0.000	0.000	0.000	
promise        	0.000	0.000	2.289	0.000	0.000	0.000	0.000	
share          	0.000	0.000	0.000	0.000	9.110	0.000	0.000	
interpersonal  	0.000	0.000	0.000	0.000	3.290	0.000	0.000	
bless          	0.000	0.000	0.000	0.000	0.000	4.064	0.000	
complex        	10.066	0.000	0.000	0.000	0.000	0.000	0.000	
fantastic      	0.000	0.000	0.000	1.192	0.000	0.000	0.000	
offend         	0.000	0.000	0.000	0.000	0.000	0.000	9.108	
slack          	0.000	3.752	0.000	0.000	0.000	0.000	0.000	
difficult      	9.059	0.000	0.000	0.000	0.000	0.000	0.000	
shock          	3.442	0.000	0.000	0.000	0.000	0.000	3.442	
pique          	0.000	0.000	0.000	0.000	0.000	0.000	5.170	
peace          	0.000	3.578	0.000	0.000	0.000	6.799	0.000	
intelligent    	1.462	0.000	0.000	0.000	0.000	0.000	0.000	
landscape      	0.000	2.392	0.000	0.000	0.000	0.000	0.000	
attraction     	0.000	0.000	7.924	0.000	0.000	0.000	0.000	
plain          	0.000	12.473	0.000	0.000	0.000	0.000	0.000	
mad            	0.000	0.000	0.000	0.000	0.000	0.000	4.538	
teach          	1.396	0.000	0.000	0.000	0.000	0.000	0.000	
haunt          	1.704	0.000	0.000	0.000	0.000	0.000	0.000	
misunderstand  	5.692	0.000	0.000	0.000	0.000	0.000	0.000	
crazy          	0.000	0.000	0.000	0.000	0.000	1.756	0.000	
wild           	0.000	0.000	0.000	0.000	0.000	0.000	3.045	
faithful       	0.000	0.000	0.000	0.000	8.702	0.000	0.000	
dream          	0.000	0.000	1.969	6.597	0.000	0.000	0.000	
rational       	1.887	0.000	0.000	0.000	0.000	0.000	0.000	
teen           	0.000	1.865	0.000	2.487	1.492	6.217	0.000	
hot            	0.000	0.000	4.254	0.000	0.000	0.000	0.000	
pure           	0.000	0.000	2.011	0.000	0.000	0.000	0.000	
shameful       	0.000	0.000	0.000	0.000	0.000	0.000	2.776	
egotistical    	0.000	0.000	0.000	0.000	0.000	0.000	3.276	
challenge      	3.390	0.000	0.000	0.000	0.000	0.000	0.000	
concept        	3.192	0.000	0.000	0.000	0.000	0.000	0.000	
heart          	0.000	0.000	7.144	1.191	0.000	0.000	0.000	
powerful       	0.000	0.000	0.999	0.000	0.000	0.000	0.000	
scare          	0.000	0.000	0.000	0.000	0.000	0.000	2.257	
juvenile       	0.000	0.000	0.000	3.351	0.000	0.000	0.000	
wrath          	0.000	0.000	0.000	0.000	0.000	0.000	2.924	
amiable        	0.000	0.000	0.000	2.554	0.000	0.000	0.000	
please         	0.000	0.000	0.000	0.000	0.000	3.538	0.000	
storyline      	1.393	0.000	0.000	0.000	0.000	0.000	0.000	
fight          	0.000	0.000	0.000	0.000	0.000	0.000	4.817	
succeed        	0.000	0.000	0.000	0.000	0.000	2.086	0.000	
perplex        	3.752	0.000	0.000	0.000	0.000	0.000	0.000	
mate           	0.000	0.000	4.379	0.000	4.671	0.000	0.000	
brain          	6.296	0.000	0.000	0.000	0.000	0.000	0.000	
ambiguous      	7.345	0.000	0.000	0.000	0.000	0.000	0.000	
autobiography  	6.329	0.000	0.000	0.000	0.000	0.000	0.000	
proud          	0.000	0.000	0.000	1.747	0.000	3.493	0.000	
goal           	0.000	0.000	0.000	0.000	0.000	3.763	0.000	
realism        	0.000	0.000	0.000	0.000	0.000	0.000	2.212	
extraordinary  	0.000	0.000	0.000	0.000	0.000	2.098	0.000	
princess       	0.000	0.000	0.000	2.679	0.000	0.000	0.000	
animosity      	0.000	0.000	0.000	0.000	0.000	0.000	3.617	
empathy        	0.000	0.000	0.000	0.000	2.686	0.000	0.000	
supernatural   	0.000	0.000	0.000	4.107	0.000	0.000	0.000	
supporter      	0.000	0.000	0.000	0.000	2.457	0.000	0.000	
gross          	0.000	0.000	0.000	0.000	0.000	0.000	2.634	
