L            	HA	LA	CO	BA	FR	GM	BM
concentrate  	6,504	0,000	0,000	0,000	0,000	0,000	0,000	
concentration	3,052	0,000	0,000	0,000	0,000	0,000	0,000	
concept      	3,192	0,000	0,000	0,000	0,000	0,000	0,000	
concerned    	0,000	0,000	0,000	0,000	2,722	0,000	0,000	
confidant    	0,000	0,000	0,000	0,000	3,550	0,000	0,000	
confide      	0,000	0,000	0,000	0,000	10,118	0,000	0,000	
confidence   	0,000	0,000	0,000	0,000	5,026	0,000	0,000	
confuse      	3,537	0,000	0,000	0,000	0,000	0,000	0,000	
confusion    	2,047	0,000	0,000	0,000	0,000	0,000	0,000	
connection   	0,000	0,000	8,220	0,000	0,000	0,000	0,000	
consequence  	2,724	0,000	0,000	0,000	0,000	0,000	0,000	
content      	0,000	0,000	0,000	0,000	0,000	2,295	0,000	
continuous   	2,388	0,000	0,000	0,000	0,000	0,000	0,000	
conversation real	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
couch        	0,000	4,539	0,000	0,000	0,000	0,000	0,000	
count        	0,000	0,000	0,000	0,000	4,171	0,000	0,000	
couple       	0,000	0,000	4,824	0,000	0,000	0,000	0,000	
couple love  	0,000	0,000	5,425	0,000	0,000	0,000	0,000	
coward       	0,000	0,000	0,000	0,000	0,000	0,000	3,368	
crazy        	0,000	0,000	0,000	0,000	0,000	1,756	0,000	
crazy comedy 	0,000	0,000	0,000	0,000	0,000	6,177	0,000	
create problem	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
creative     	0,000	0,000	0,000	1,517	0,000	0,000	0,000	
credibility  	0,000	0,000	0,000	0,000	2,857	0,000	0,000	
creepy       	0,000	0,000	0,000	0,000	0,000	0,000	1,743	
cruel        	0,000	0,000	0,000	0,000	0,000	0,000	10,493	
cruelty      	0,000	0,000	0,000	0,000	0,000	0,000	10,125	
cruelty life 	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
crush        	0,000	0,000	2,948	0,000	0,000	0,000	0,000	
cry          	0,000	0,000	0,000	0,000	1,271	0,000	1,271	
culture      	1,520	0,000	0,000	0,000	0,000	0,000	0,000	
curiosity    	0,000	0,000	0,000	4,686	0,000	0,000	0,000	
curious      	0,000	0,000	0,000	2,602	0,000	0,000	0,000	
curse        	0,000	0,000	0,000	0,000	0,000	0,000	7,357	
cute         	0,000	0,000	5,308	8,493	0,000	0,000	0,000	
cute couple  	0,000	0,000	5,831	0,000	0,000	0,000	0,000	
cutie        	0,000	0,000	0,000	2,641	0,000	0,000	0,000	
dad          	0,000	0,000	0,000	2,925	0,000	0,000	0,000	
dark         	0,000	0,000	0,000	0,000	0,000	0,000	4,069	
darling      	0,000	0,000	3,088	0,000	0,000	0,000	0,000	
date         	0,000	0,000	5,936	0,000	0,000	0,000	0,000	
date movie   	0,000	0,000	2,938	0,000	0,000	0,000	0,000	
death        	0,000	0,000	0,000	0,000	0,000	0,000	1,537	
death be     	0,000	0,000	0,000	0,000	0,000	0,000	2,814	
deceit       	0,000	0,000	0,000	0,000	0,000	0,000	3,239	
decipher     	2,489	0,000	0,000	0,000	0,000	0,000	0,000	
decrease     	0,000	5,831	0,000	0,000	0,000	0,000	0,000	
deep         	2,162	0,000	7,372	0,000	0,000	0,000	0,000	
deep complex 	9,042	0,000	0,000	0,000	0,000	0,000	0,000	
deep connection	0,000	0,000	5,373	0,000	0,000	0,000	0,000	
deep emotion 	0,000	0,000	8,736	0,000	0,000	0,000	0,000	
deep intricate	8,699	0,000	0,000	0,000	0,000	0,000	0,000	
deep meaning 	6,072	0,000	0,000	0,000	0,000	0,000	0,000	
deep romantic	0,000	0,000	3,983	0,000	0,000	0,000	0,000	
deep understanding	5,425	0,000	0,000	0,000	0,000	0,000	0,000	
defeat enemy 	0,000	0,000	0,000	0,000	0,000	0,000	6,177	
delicate     	0,000	3,953	0,000	0,000	0,000	0,000	0,000	
delicious    	0,000	0,000	0,000	2,688	0,000	0,000	0,000	
delight      	0,000	0,000	0,000	0,000	0,000	4,464	0,000	
delight eye  	2,776	0,000	0,000	0,000	0,000	5,551	0,000	
delightful   	0,000	0,000	0,000	2,207	0,000	0,000	0,000	
deplorable   	0,000	0,000	0,000	0,000	0,000	0,000	3,813	
depress      	0,000	0,000	0,000	0,000	0,000	0,000	3,216	
depth        	6,515	0,000	0,000	0,000	0,000	0,000	0,000	
depth look   	4,680	0,000	0,000	0,000	0,000	0,000	0,000	
depth relationship	3,983	0,000	0,000	0,000	0,000	0,000	0,000	
deserve die  	0,000	0,000	0,000	0,000	0,000	0,000	5,975	
desire       	0,000	0,000	8,072	0,000	0,000	0,000	0,000	
desire love  	0,000	0,000	2,776	0,000	0,000	0,000	0,000	
desperate    	0,000	0,000	0,000	0,000	0,000	0,000	2,780	
detail       	3,538	0,000	0,000	0,000	0,000	0,000	0,000	
detective    	1,798	0,000	0,000	0,000	0,000	0,000	0,000	
devotion     	0,000	0,000	0,000	0,000	2,774	0,000	0,000	
difficult    	9,059	0,000	0,000	0,000	0,000	0,000	0,000	
difficult film	3,701	0,000	0,000	0,000	0,000	0,000	0,000	
difficult understand	9,532	0,000	0,000	0,000	0,000	0,000	0,000	
direct       	0,000	4,220	0,000	0,000	0,000	0,000	0,000	
dirty        	0,000	0,000	0,000	0,000	0,000	0,000	4,804	
discover     	2,067	0,000	0,000	0,000	0,000	0,000	0,000	
disgust      	0,000	0,000	0,000	0,000	0,000	0,000	6,104	
dishonest    	0,000	0,000	0,000	0,000	0,000	0,000	7,966	
dissatisfaction	0,000	0,000	0,000	0,000	0,000	0,000	5,628	
distract     	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
disturbing   	0,000	0,000	0,000	0,000	0,000	0,000	4,530	
do wrong     	0,000	0,000	0,000	0,000	0,000	0,000	5,170	
doll         	0,000	0,000	0,000	2,238	0,000	0,000	0,000	
drama        	0,000	0,000	1,049	0,000	0,000	0,000	0,000	
dramatic     	0,000	0,000	0,000	0,000	0,000	0,000	9,812	
dramatic landscape	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
dramatic situation	0,000	0,000	0,000	0,000	0,000	0,000	5,719	
dream        	0,000	0,000	1,969	6,597	0,000	0,000	0,000	
dream kid    	0,000	0,000	0,000	4,349	0,000	0,000	0,000	
dream life   	0,000	0,000	3,656	0,000	0,000	0,000	0,000	
dream movie  	0,000	0,000	5,325	5,325	0,000	0,000	0,000	
dream sequence	0,000	0,000	0,000	3,096	0,000	0,000	0,000	
dreamlike    	0,000	0,000	0,000	2,289	0,000	0,000	0,000	
dreamy       	0,000	0,000	3,080	0,000	0,000	0,000	0,000	
dreamy kiss  	0,000	0,000	4,349	0,000	0,000	0,000	0,000	
drunk        	0,000	0,000	0,000	0,000	0,000	0,000	2,108	
ease         	0,000	1,964	0,000	0,000	0,000	0,000	0,000	
easy         	0,000	2,487	0,000	0,000	0,000	0,000	0,000	
easy follow  	0,000	6,987	0,000	0,000	0,000	0,000	0,000	
easy understand	0,000	9,264	0,000	0,000	0,000	0,000	0,000	
easy watch   	0,000	9,097	0,000	0,000	0,000	0,000	0,000	
educate      	1,681	0,000	0,000	0,000	0,000	0,000	0,000	
education    	1,763	0,000	0,000	2,204	0,000	0,000	0,000	
educational  	2,740	2,740	0,000	0,000	0,000	0,000	0,000	
egotistical  	0,000	0,000	0,000	0,000	0,000	0,000	3,276	
elaborate    	2,729	0,000	0,000	0,000	0,000	0,000	0,000	
emotion      	2,686	0,000	8,237	0,000	0,000	0,000	2,686	
emotion passion	0,000	0,000	3,582	0,000	0,000	0,000	0,000	
emotional    	0,000	0,000	9,136	0,000	0,000	0,000	0,000	
emotional desire	0,000	0,000	4,349	0,000	0,000	0,000	0,000	
empathize    	2,170	0,000	0,000	0,000	0,000	0,000	0,000	
empathy      	0,000	0,000	0,000	0,000	2,686	0,000	0,000	
emphasize    	2,049	0,000	0,000	0,000	0,000	0,000	0,000	
enchant      	0,000	0,000	0,000	7,079	0,000	0,000	0,000	
enchant child	0,000	0,000	0,000	6,177	0,000	0,000	0,000	
encourage    	0,000	0,000	0,000	0,000	9,013	0,000	0,000	
enemy        	0,000	0,000	0,000	0,000	0,000	0,000	1,391	
energy       	0,000	0,000	0,000	0,000	0,000	4,010	0,000	
energy be    	0,000	0,000	0,000	0,000	0,000	3,304	0,000	
engage       	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
engage plot  	6,673	0,000	0,000	0,000	0,000	0,000	0,000	
engage sad   	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
engaging     	9,204	0,000	0,000	0,000	0,000	0,000	0,000	
engaging thriller	4,349	0,000	0,000	0,000	0,000	0,000	0,000	
enigma       	5,647	0,000	0,000	0,000	0,000	0,000	0,000	
enigmatic    	9,490	0,000	0,000	0,000	0,000	0,000	0,000	
enigmatic character	6,566	0,000	0,000	0,000	0,000	0,000	0,000	
enjoy        	0,000	0,000	1,204	0,903	0,903	2,830	0,000	
enjoy life   	0,000	0,000	0,000	0,000	0,000	9,287	0,000	
enjoyable    	0,000	0,891	0,000	0,000	0,000	0,000	0,000	
enlighten    	1,322	0,000	0,000	0,000	0,000	0,000	0,000	
enrage       	0,000	0,000	0,000	0,000	0,000	0,000	3,887	
enraged      	0,000	0,000	0,000	0,000	0,000	0,000	2,776	
entertaining 	0,000	3,909	0,000	0,000	2,737	0,000	0,000	
entertaining movie	3,481	0,000	0,000	0,000	0,000	0,000	0,000	
entertainment	0,000	0,000	0,000	1,918	0,000	0,000	0,000	
epic scene   	3,582	0,000	0,000	0,000	0,000	0,000	0,000	
erudite      	3,582	0,000	0,000	0,000	0,000	0,000	0,000	
euphoria     	0,000	0,000	0,000	0,000	0,000	3,752	0,000	
evil         	0,000	0,000	0,000	0,000	0,000	0,000	1,566	
evocation primitive	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
evoke        	0,000	0,000	2,495	0,000	0,000	0,000	0,000	
evoke memory 	0,000	0,000	0,000	3,752	0,000	0,000	0,000	
evolve       	2,583	0,000	0,000	0,000	0,000	0,000	0,000	
exacerbate   	0,000	0,000	0,000	0,000	0,000	0,000	3,887	
exasperation 	0,000	0,000	0,000	0,000	0,000	0,000	3,983	
excellent study	0,000	0,000	0,000	3,813	0,000	0,000	0,000	
excite       	0,000	0,000	0,000	0,000	0,000	4,194	0,000	
exciting     	0,000	0,000	0,000	0,000	0,000	7,546	0,000	
exhaust      	1,974	0,000	0,000	0,000	0,000	0,000	0,000	
explain      	2,180	0,000	0,000	0,000	0,000	0,000	0,000	
explosion color	0,000	0,000	0,000	4,349	0,000	0,000	0,000	
express      	0,000	0,000	0,000	0,000	1,408	0,000	0,000	
express feel 	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
express passion	0,000	0,000	3,887	0,000	0,000	0,000	0,000	
extraordinary	0,000	0,000	0,000	0,000	0,000	2,098	0,000	
fable        	0,000	0,000	0,000	6,614	0,000	0,000	0,000	
fabulous     	0,000	0,000	0,000	0,000	0,000	4,971	0,000	
fairy        	0,000	0,000	0,000	10,779	0,000	0,000	0,000	
fairy tale   	0,000	0,000	0,000	8,422	0,000	0,000	0,000	
fairytale    	0,000	0,000	0,000	2,179	0,000	0,000	0,000	
faith        	0,000	0,000	0,000	0,000	10,219	0,000	0,000	
faithful     	0,000	0,000	0,000	0,000	8,702	0,000	0,000	
fall love    	0,000	0,000	8,072	0,000	0,000	0,000	0,000	
false        	0,000	0,000	0,000	0,000	0,000	0,000	6,883	
family       	0,000	0,000	0,000	2,837	0,000	0,000	0,000	
family learn 	0,000	0,000	0,000	5,282	0,000	0,000	0,000	
family love  	0,000	0,000	0,000	2,558	0,000	0,000	0,000	
family movie 	0,000	0,000	0,000	2,339	0,000	0,000	0,000	
fancy        	0,000	0,000	0,000	7,171	0,000	0,000	0,000	
fantastic    	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
fantastical  	0,000	0,000	0,000	2,218	0,000	0,000	0,000	
fantasy      	0,000	0,000	0,000	3,740	0,000	5,343	0,000	
fantasy comedy	0,000	0,000	0,000	0,000	0,000	6,177	0,000	
fantasy reality	0,000	0,000	0,000	5,170	0,000	5,170	0,000	
fascinating  	0,000	0,000	4,890	0,000	0,000	1,467	0,000	
fascination  	0,000	0,000	2,737	0,000	0,000	0,000	0,000	
fast         	0,000	6,487	0,000	0,000	0,000	0,000	0,000	
fast pace    	0,000	2,876	0,000	0,000	0,000	0,000	0,000	
favorite cartoon	0,000	0,000	0,000	3,701	0,000	0,000	0,000	
fear         	0,000	0,000	0,000	0,000	0,000	0,000	7,203	
fear be      	0,000	0,000	0,000	0,000	0,000	0,000	2,811	
feel         	0,000	0,000	4,243	0,000	0,000	0,000	0,000	
feel alive   	0,000	0,000	0,000	0,000	0,000	5,138	0,000	
feel bad     	0,000	0,000	0,000	0,000	0,000	0,000	10,563	
feel connection	0,000	0,000	5,484	0,000	0,000	0,000	0,000	
feel emotion 	4,632	0,000	9,264	0,000	0,000	0,000	0,000	
feel frustration	0,000	0,000	0,000	0,000	0,000	0,000	6,177	
feel good    	0,000	0,000	1,764	0,000	0,000	9,409	0,000	
feel guilty  	0,000	0,000	0,000	0,000	0,000	0,000	5,719	
feel lonely  	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
feel pain    	0,000	0,000	0,000	0,000	0,000	0,000	9,059	
feel passion 	0,000	0,000	3,582	0,000	0,000	0,000	0,000	
feel thing   	0,000	0,000	7,626	0,000	0,000	0,000	0,000	
feel touch   	0,000	0,000	5,138	0,000	0,000	0,000	0,000	
feel true    	0,000	0,000	0,000	3,582	0,000	0,000	0,000	
feeling      	0,000	0,000	10,414	1,893	1,420	0,000	0,000	
fellow       	0,000	0,000	0,000	0,000	1,842	0,000	0,000	
fellowship   	0,000	0,000	0,000	0,000	2,860	0,000	0,000	
ferocious    	0,000	0,000	0,000	0,000	0,000	0,000	3,227	
fiction      	0,000	2,779	0,000	1,853	1,853	0,000	0,000	
fierce       	0,000	0,000	0,000	0,000	0,000	0,000	2,113	
fight        	0,000	0,000	0,000	0,000	0,000	0,000	4,817	
fight be     	0,000	0,000	0,000	0,000	0,000	0,000	3,566	
fight blood  	0,000	0,000	0,000	0,000	0,000	0,000	4,118	
fight fear   	0,000	0,000	0,000	0,000	0,000	0,000	6,177	
fight scene  	0,000	0,000	0,000	0,000	0,000	0,000	5,581	
film clear   	0,000	6,177	0,000	0,000	0,000	0,000	0,000	
film dream   	0,000	0,000	0,000	10,563	0,000	0,000	0,000	
film slow    	5,002	0,000	0,000	0,000	0,000	0,000	0,000	
find solution	6,673	0,000	0,000	0,000	0,000	0,000	0,000	
first kiss   	0,000	0,000	2,641	0,000	0,000	0,000	0,000	
first love   	0,000	0,000	7,842	0,000	0,000	0,000	0,000	
first meet   	0,000	0,000	7,626	0,000	0,000	0,000	0,000	
flash humor  	0,000	0,000	0,000	0,000	6,177	4,118	0,000	
flirt        	0,000	0,000	3,290	0,000	0,000	0,000	0,000	
fluent       	0,000	12,425	0,000	0,000	0,000	0,000	0,000	
focal        	2,513	0,000	0,000	0,000	0,000	0,000	0,000	
focus        	10,171	0,000	0,000	0,000	0,000	0,000	0,000	
focus attention	10,650	0,000	0,000	0,000	0,000	0,000	0,000	
focus story  	8,158	0,000	0,000	0,000	0,000	0,000	0,000	
focus viewer 	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
foolish      	0,000	0,000	0,000	0,000	0,000	0,000	3,447	
forgive      	0,000	0,000	0,000	0,000	7,779	0,000	0,000	
fortunate    	0,000	0,000	0,000	0,000	0,000	3,045	0,000	
frantic      	0,000	0,000	0,000	0,000	0,000	0,000	2,404	
friend       	0,000	0,000	0,000	1,205	7,393	0,000	0,000	
friend movie 	0,000	0,000	0,000	0,000	4,979	0,000	0,000	
friendship   	0,000	0,000	0,000	0,000	5,169	0,000	0,000	
frustration  	0,000	0,000	0,000	0,000	0,000	0,000	6,568	
full attention	3,263	0,000	0,000	0,000	0,000	0,000	0,000	
full color   	0,000	0,000	0,000	3,368	0,000	0,000	0,000	
full emotion 	0,000	0,000	3,405	0,000	0,000	0,000	0,000	
full love    	0,000	0,000	5,026	0,000	0,000	0,000	0,000	
fun          	0,000	1,795	0,000	1,436	1,723	6,748	0,000	
fun entertaining	0,000	0,000	0,000	0,000	4,548	0,000	0,000	
fun movie    	0,000	0,000	0,000	0,000	2,256	0,000	0,000	
fun sweet    	0,000	0,000	3,617	0,000	3,617	0,000	0,000	
funny        	0,000	2,510	0,000	3,586	1,936	5,307	0,000	
funny act    	0,000	3,550	0,000	0,000	0,000	0,000	0,000	
funny awkward	0,000	0,000	0,000	0,000	3,813	3,813	0,000	
funny comedian	0,000	0,000	0,000	0,000	0,000	5,831	0,000	
funny movie  	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
furious      	0,000	0,000	0,000	0,000	0,000	0,000	4,705	
fury         	0,000	0,000	0,000	0,000	0,000	0,000	8,756	
gag          	0,000	3,218	0,000	0,000	2,011	0,000	0,000	
generous     	0,000	0,000	0,000	0,000	10,517	0,000	0,000	
genius       	1,133	0,000	0,000	0,000	0,000	0,000	0,000	
gentle       	0,000	9,469	0,000	0,000	0,000	0,000	0,000	
get enough   	0,000	0,000	3,887	0,000	0,000	0,000	0,000	
gift life    	0,000	0,000	0,000	3,701	0,000	0,000	0,000	
giggle       	0,000	0,000	0,000	5,295	0,000	0,000	0,000	
girl         	0,000	0,000	0,000	1,335	0,000	0,000	0,000	
girlfriend   	0,000	0,000	7,592	0,000	0,000	0,000	0,000	
give advice  	0,000	0,000	0,000	0,000	5,975	0,000	0,000	
give birth   	0,000	0,000	0,000	3,239	0,000	0,000	0,000	
give heart   	0,000	0,000	8,465	0,000	0,000	0,000	0,000	
give help    	0,000	0,000	0,000	0,000	5,628	0,000	0,000	
glamorous    	0,000	0,000	2,963	0,000	0,000	0,000	0,000	
glue         	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
glue screen  	2,759	0,000	0,000	0,000	0,000	0,000	0,000	
go school    	0,000	0,000	0,000	3,521	0,000	0,000	0,000	
go wrong     	0,000	0,000	0,000	0,000	0,000	0,000	6,811	
goal         	0,000	0,000	0,000	0,000	0,000	3,763	0,000	
golden       	0,000	0,000	0,000	0,000	0,000	2,613	0,000	
good message 	0,000	0,000	0,000	2,933	0,000	0,000	0,000	
good mood    	0,000	0,000	0,000	0,000	0,000	10,563	0,000	
good time    	0,000	0,000	0,000	0,000	7,202	3,601	0,000	
good vibe    	0,000	0,000	0,000	0,000	0,000	4,349	0,000	
good win     	0,000	0,000	0,000	0,000	0,000	3,386	0,000	
goodwill     	0,000	0,000	0,000	0,000	3,521	0,000	0,000	
gossip       	0,000	0,000	0,000	0,000	2,373	0,000	0,000	
grace        	0,000	0,000	0,000	0,000	0,000	4,107	0,000	
graphic      	0,000	0,000	0,000	1,495	0,000	0,000	0,000	
grateful     	0,000	0,000	0,000	0,000	0,000	7,836	0,000	
gratitude    	0,000	0,000	0,000	0,000	6,502	2,438	0,000	
great animation	0,000	0,000	0,000	4,321	0,000	0,000	0,000	
great emotion	0,000	0,000	8,803	0,000	0,000	0,000	0,000	
great energy 	0,000	0,000	0,000	0,000	0,000	7,312	0,000	
great lesson 	0,000	0,000	0,000	3,146	0,000	0,000	0,000	
great rhythm 	0,000	4,349	0,000	0,000	0,000	0,000	0,000	
great time   	0,000	0,000	0,000	0,000	3,901	0,000	0,000	
grip         	0,000	2,330	0,000	0,000	0,000	0,000	0,000	
gross        	0,000	0,000	0,000	0,000	0,000	0,000	2,634	
grow         	1,399	0,000	0,000	1,399	0,000	0,000	0,000	
guide        	0,000	0,000	0,000	0,000	2,028	0,000	0,000	
guilty       	0,000	0,000	0,000	0,000	0,000	0,000	7,105	
happiness    	0,000	0,000	0,000	1,856	0,000	12,374	0,000	
happy        	0,000	0,000	0,000	1,310	0,000	8,207	0,000	
happy family 	0,000	0,000	0,000	5,205	0,000	0,000	0,000	
hard         	1,105	0,000	0,000	0,000	0,000	0,000	0,000	
hard understand	4,858	0,000	0,000	0,000	0,000	0,000	0,000	
harmony      	0,000	0,000	0,000	0,000	3,008	0,000	0,000	
harrowing    	0,000	0,000	0,000	0,000	0,000	0,000	2,717	
hatred       	0,000	0,000	0,000	0,000	0,000	0,000	4,280	
haunt        	1,704	0,000	0,000	0,000	0,000	0,000	0,000	
have attention	3,494	0,000	0,000	0,000	0,000	0,000	0,000	
have care    	0,000	0,000	0,000	0,000	5,052	0,000	0,000	
have chemistry	0,000	0,000	5,242	0,000	0,000	0,000	0,000	
have confidence	0,000	0,000	0,000	0,000	5,242	0,000	0,000	
have connection	0,000	0,000	5,026	0,000	0,000	0,000	0,000	
have enjoy   	0,000	0,000	0,000	4,498	0,000	0,000	0,000	
have fear    	0,000	0,000	0,000	0,000	0,000	0,000	3,617	
have feeling 	0,000	0,000	8,758	0,000	0,000	0,000	0,000	
have fun     	0,000	0,000	0,000	0,000	0,000	3,643	0,000	
have message 	0,000	0,000	0,000	3,194	0,000	0,000	0,000	
have passion 	0,000	0,000	5,138	0,000	0,000	0,000	0,000	
have smile   	0,000	0,000	0,000	3,447	0,000	0,000	0,000	
have soul    	5,079	0,000	0,000	0,000	0,000	0,000	0,000	
have struggle	0,000	0,000	0,000	0,000	0,000	0,000	5,205	
have suspense	4,840	0,000	0,000	0,000	0,000	0,000	0,000	
head turn    	9,252	0,000	0,000	0,000	0,000	0,000	0,000	
heart        	0,000	0,000	7,144	1,191	0,000	0,000	0,000	
heart beat   	0,000	0,000	6,580	0,000	0,000	0,000	0,000	
heart break  	0,000	0,000	9,170	0,000	0,000	0,000	5,002	
heart emotion	0,000	0,000	5,484	0,000	0,000	0,000	0,000	
heart warm   	0,000	0,000	3,227	0,000	0,000	0,000	0,000	
heartbreak   	0,000	0,000	0,000	0,000	0,000	0,000	7,421	
heartstrings 	0,000	0,000	4,667	0,000	0,000	0,000	0,000	
heavenly     	0,000	0,000	0,000	2,513	0,000	0,000	0,000	
help         	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
help hand    	0,000	0,000	0,000	0,000	5,719	0,000	0,000	
help relax   	0,000	4,118	0,000	0,000	0,000	0,000	0,000	
hero         	0,000	0,000	0,000	2,663	0,000	0,000	0,000	
hero story   	0,000	0,000	0,000	3,239	0,000	0,000	0,000	
hide meaning 	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
hide something	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
high fidelity	4,349	0,000	0,000	0,000	0,000	0,000	0,000	
hilarious    	0,000	4,559	0,000	1,824	1,824	7,750	0,000	
hilarious moment	0,000	0,000	0,000	0,000	4,776	9,552	0,000	
historical   	3,003	0,000	0,000	0,000	0,000	0,000	0,000	
historical movie	8,012	0,000	0,000	0,000	0,000	0,000	0,000	
history      	2,204	0,000	0,000	0,000	0,000	0,000	0,000	
hit          	0,000	0,000	1,865	0,000	0,000	0,000	1,119	
hit deep     	0,000	0,000	3,983	0,000	0,000	0,000	0,000	
hit hard     	0,000	0,000	3,701	0,000	0,000	0,000	0,000	
hold arm     	0,000	0,000	3,887	0,000	0,000	0,000	0,000	
hold attention	4,655	0,000	0,000	0,000	0,000	0,000	0,000	
holiday      	0,000	0,000	0,000	2,422	0,000	0,000	0,000	
honest       	0,000	0,000	0,000	0,000	1,258	0,000	0,000	
honey        	0,000	0,000	6,702	0,000	0,000	0,000	0,000	
hope future  	0,000	0,000	0,000	4,858	0,000	0,000	0,000	
hostility    	0,000	0,000	0,000	0,000	0,000	0,000	5,205	
hot          	0,000	0,000	4,254	0,000	0,000	0,000	0,000	
hour company 	0,000	10,296	0,000	0,000	0,000	0,000	0,000	
hug          	0,000	0,000	3,096	2,322	6,037	0,000	0,000	
human cruelty	0,000	0,000	0,000	0,000	3,887	0,000	5,831	
human emotion	0,000	0,000	2,714	0,000	0,000	0,000	0,000	
human feeling	0,000	0,000	3,368	0,000	0,000	0,000	0,000	
human nature 	1,981	0,000	0,000	0,000	0,000	0,000	0,000	
humiliating  	0,000	0,000	0,000	0,000	0,000	0,000	8,442	
humor        	0,000	0,000	0,000	1,244	0,000	1,659	0,000	
humor brilliant	0,000	0,000	0,000	0,000	0,000	3,701	0,000	
hurt heart   	0,000	0,000	0,000	0,000	0,000	0,000	6,177	
hurt people  	0,000	0,000	0,000	0,000	0,000	0,000	3,887	
husband      	0,000	0,000	5,096	0,000	0,000	0,000	0,000	
hypocrite    	0,000	0,000	0,000	0,000	0,000	0,000	5,377	
idea         	1,380	0,000	0,000	0,000	0,000	0,000	0,000	
illusion     	0,000	0,000	0,000	4,335	0,000	0,000	0,000	
imaginary    	0,000	0,000	0,000	9,310	0,000	0,000	0,000	
imagination  	0,000	0,000	0,000	8,783	0,000	0,000	0,000	
imagine      	0,000	0,000	0,000	1,311	0,000	0,000	0,000	
immediate    	0,000	9,862	0,000	0,000	0,000	0,000	0,000	
immersion    	5,282	0,000	0,000	0,000	0,000	0,000	0,000	
importance   	1,878	0,000	0,000	0,000	0,000	0,000	0,000	
impossible understand	6,524	0,000	0,000	0,000	0,000	0,000	0,000	
impress      	0,000	0,000	0,000	0,000	0,000	2,258	0,000	
impressive   	1,426	0,000	0,000	0,000	0,000	0,000	0,000	
impressive movie	3,080	0,000	0,000	0,000	0,000	0,000	0,000	
impressive scene	3,617	0,000	0,000	0,000	0,000	0,000	0,000	
incomprehensible	3,386	0,000	0,000	0,000	0,000	0,000	0,000	
incurable romantic	0,000	0,000	6,177	0,000	0,000	0,000	0,000	
indignation  	0,000	0,000	0,000	0,000	0,000	0,000	5,831	
infatuation  	0,000	0,000	5,052	0,000	0,000	0,000	0,000	
inform       	2,099	0,000	0,000	0,000	0,000	0,000	0,000	
innocent     	0,000	0,000	0,000	2,294	0,000	0,000	0,000	
insane       	0,000	0,000	0,000	0,000	0,000	0,000	4,211	
inspirational	4,429	0,000	0,000	0,000	0,000	0,000	0,000	
inspirational message	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
instant      	0,000	7,997	0,000	0,000	0,000	0,000	0,000	
insult       	0,000	0,000	0,000	0,000	0,000	0,000	2,243	
integrity    	0,000	0,000	0,000	0,000	2,590	0,000	0,000	
intelligent  	1,462	0,000	0,000	0,000	0,000	0,000	0,000	
intelligent story	2,585	0,000	0,000	0,000	0,000	0,000	0,000	
intense      	3,995	0,000	0,000	0,000	0,000	0,000	0,000	
intense emotion	3,447	0,000	0,000	0,000	0,000	0,000	0,000	
intensify    	2,429	0,000	0,000	0,000	0,000	0,000	0,000	
interpersonal	0,000	0,000	0,000	0,000	3,290	0,000	0,000	
interpret    	4,955	0,000	0,000	0,000	0,000	0,000	0,000	
intimacy     	0,000	0,000	5,794	0,000	0,000	0,000	0,000	
intimate     	0,000	0,000	8,437	0,000	0,000	0,000	0,000	
intimate relationship	0,000	0,000	3,617	0,000	0,000	0,000	0,000	
intricate    	10,965	0,000	0,000	0,000	0,000	0,000	0,000	
intricate character	3,752	0,000	0,000	0,000	0,000	0,000	0,000	
intricate complex	4,118	0,000	0,000	0,000	0,000	0,000	0,000	
intricate plot	8,756	0,000	0,000	0,000	0,000	0,000	0,000	
intricate story	3,550	0,000	0,000	0,000	0,000	0,000	0,000	
intrigue     	3,949	0,000	0,000	0,000	0,000	0,000	0,000	
intriguing storyline	5,484	0,000	0,000	0,000	0,000	0,000	0,000	
introspective	2,938	0,000	0,000	0,000	0,000	0,000	0,000	
intuitive    	0,000	8,617	0,000	0,000	0,000	0,000	0,000	
irk          	0,000	0,000	0,000	0,000	0,000	0,000	3,701	
ironic       	0,000	0,000	0,000	0,000	0,000	8,977	0,000	
ironic funny 	0,000	0,000	0,000	0,000	0,000	6,524	0,000	
irony        	4,993	0,000	0,000	0,000	0,000	0,000	0,000	
