FILM	1	4	261	5	6	262	263	7	265	10	266	267	11	15	271	272	18	275	19	20	21	278	279	23	280	24	281	27	283	284	29	286	30	31	287	288	32	35	36	40	43	44	45	47	48	50	51	52	55	56	61	62	63	64	65	71	72	76	78	79	80	82	83	84	88	90	91	92	93	95	98	100	103	104	105	106	107	108	110	111	114	115	116	117	118	120	122	123	125	127	128	129	132	134	138	142	148	149	150	151	153	154	156	157	158	159	161	165	166	167	171	172	185	188	189	190	193	195	196	198	199	200	205	206	212	213	214	216	217	219	221	223	225	226	228	229	231	232	236	237	242	244	246	247	
[1, 3, 6]	0	0	0	0	0	0	0	0	0	0	0	0	0	[2304, 1737, 719]			0	0	0	0	0	0	0	0	[1760, 1083, 1024]			0	0	0	0	0	0	0	0	0	0	[677, 364, 1937]			0	0	0	0	[596, 1340, 1702]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[821, 121, 316]			[499, 2058, 2654]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[35, 300, 445]			[392, 3072, 2517]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	[32, 448, 583]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[567, 553, 379]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
[4, 7]	0	0	0	0	[1767, 931, 278]			0	0	[673, 158, 701]			0	0	0	0	0	0	0	0	0	[1357, 624, 1665]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[2430, 547, 596]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[822, 1206, 105]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[777, 46, 2022]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	[110, 539, 966]			0	0	0	0	0	0	0	0	0	[232, 830, 3129]			0	0	0	0	0	0	[3652, 4189, 4170]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[47, 247, 121]			0	0	0	0	0	0	
[5, 6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[590, 1360, 296]			0	0	0	0	0	0	0	0	0	0	0	0	0	[133, 756, 376]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[273, 1011, 1341]			0	0	0	0	0	0	0	0	0	[155, 231, 1182]			0	0	0	[598, 321, 596]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[2285, 2010, 631]			0	0	0	[322, 904, 1186]			[92, 72, 32]			0	[251, 102, 295]			[961, 316, 401]			0	
[1, 3, 7]	0	0	0	[166, 44, 535]			0	0	0	0	[1576, 290, 969]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[899, 1215, 1105]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1135, 2622, 1772]			0	0	0	[2659, 1385, 1104]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[520, 2092, 3144]			0	[541, 156, 1316]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1114, 912, 837]			0	0	0	0	0	0	0	0	0	0	[151, 50]			0	0	0	0	0	0	0	0	0	0	[1767, 529, 289]			0	0	0	0	0	0	0	0	
[1, 4, 6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[437, 952, 265]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1006, 733, 3681]			0	0	0	0	0	0	[1757, 588, 1514]			0	0	0	0	0	0	0	0	0	0	0	0	0	[3025, 4692, 2592]			0	0	0	0	0	0	0	0	0	0	[430, 1529]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1054, 69, 1899]			0	0	0	0	0	0	0	0	0	0	[967, 3483, 2854]			0	0	0	0	0	0	0	0	[255, 1612, 186]			0	0	0	0	0	0	0	0	0	0	0	[258, 92, 672]			0	0	0	[623, 378, 674]			0	0	0	0	0	0	0	0	0	0	0	0	0	
[2, 3, 6]	0	0	[782, 727, 2644]			0	0	0	0	0	0	0	0	0	0	0	[306, 35, 431]			0	0	[235, 2956, 207]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[57, 316, 1231]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[752, 1597, 854]			0	0	[573, 126, 1174]			0	0	0	0	0	[1670, 368, 6285]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[3019, 3424, 199]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[3173, 1219, 953]			0	0	0	0	0	0	0	0	0	0	0	0	0	[931, 1430, 378]			0	0	0	0	0	0	0	0	0	0	0	0	0	
[5, 7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[21, 1781, 1629]			0	0	0	0	0	0	[1286, 927, 2184]			0	0	0	0	0	0	0	0	[1228, 451, 905]			0	0	[4245, 228, 6046]			0	0	0	0	0	0	[656, 1542, 906]			0	0	0	0	0	0	0	0	0	0	0	0	0	[3075, 112, 3553]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[5660, 74, 6757]			0	0	0	0	0	0	0	0	0	0	0	0	[193, 450, 121]			0	0	0	0	0	0	0	0	0	0	0	[60, 811, 1764]			0	0	0	0	0	0	0	0	0	[2430, 2333, 1083]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
[1, 4, 7]	0	0	0	0	0	0	0	0	0	0	0	0	[329, 488, 67]			0	0	0	[1532, 945, 1014]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[911, 73, 91]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	[216, 1957, 232]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	[490, 556, 841]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[653, 950, 90]			0	0	0	[1198, 881, 261]			0	0	0	0	0	0	0	0	0	0	0	0	0	[1232]			0	0	[833]			0	0	0	0	0	0	0	0	0	0	0	0	[714, 1348, 769]			0	0	0	0	0	
[1, 5, 6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[420, 1174, 109]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1631, 757, 1514]			0	[976, 770, 589]			0	0	0	0	0	0	[1532, 167, 1233]			0	0	0	0	0	0	0	0	0	0	[637, 101, 320]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[431, 158, 402]			0	0	0	[650, 374, 2143]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1168, 295, 1465]			0	0	0	0	0	0	0	0	0	0	[980, 348, 1232]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[79, 118, 181]			0	0	0	
[2, 3, 7]	0	0	0	0	0	0	0	0	0	0	0	0	0	[433, 656, 2871]			0	0	0	0	0	0	[534, 720, 962]			[1300, 153, 783]			0	0	0	[2413, 2293, 1364]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1360, 427, 500]			0	[854, 255, 1597]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[1150, 1197, 1244]			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[58, 908, 718]			[2107, 217, 1370]			0	0	0	0	0	0	0	0	0	0	0	0	0	[2010, 677, 2350]			0	0	0	0	0	0	0	0	0	
