L            	HA	LA	CO	BA	FR	GM	BM
actress be   	0,00000000000	0,00000000000	0,00000096448	0,00000000000	0,00000156128	0,00000000000	0,00000071211	
actual event 	0,00000000000	0,00000000000	0,00000000000	0,00000296904	0,00000498676	0,00000000000	0,00000000000	
add be       	0,00000274281	0,00000000000	0,00000000000	0,00000221029	0,00000000000	0,00000000000	0,00000000000	
add collection	0,00000000000	0,00000000000	0,00000159999	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
add lot      	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000171604	0,00000000000	
add more     	0,00000000000	0,00000000000	0,00000303527	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
add movie    	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000290533	0,00000000000	0,00000000000	
addition be  	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000324381	0,00000143281	0,00000147954	
addition collection	0,00000000000	0,00000000000	0,00000214998	0,00000207214	0,00000000000	0,00000000000	0,00000000000	
addition movie	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000234450	
admit be     	0,00000154283	0,00000000000	0,00000000000	0,00000124329	0,00000208821	0,00000000000	0,00000190491	
adult be     	0,00000210985	0,00000000000	0,00000000000	0,00001530198	0,00000000000	0,00000378409	0,00000000000	
adult child  	0,00000000000	0,00000000000	0,00000404703	0,00000390051	0,00000000000	0,00000434058	0,00000000000	
adult enjoy  	0,00000000000	0,00000000000	0,00000000000	0,00001212962	0,00000000000	0,00000000000	0,00000000000	
adult kid    	0,00000000000	0,00001153962	0,00000000000	0,00003616833	0,00000000000	0,00000447211	0,00000000000	
adventure be 	0,00000000000	0,00000801700	0,00000000000	0,00000209396	0,00000703396	0,00000621388	0,00000000000	
adventure film	0,00000000000	0,00000000000	0,00000251705	0,00000000000	0,00000000000	0,00000000000	0,00000371689	
adventure movie	0,00000316478	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000189205	0,00000000000	
african queen	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000378409	0,00000000000	
age be       	0,00000000000	0,00000000000	0,00000000000	0,00000717774	0,00000172223	0,00000304288	0,00000000000	
agree be     	0,00000000000	0,00000000000	0,00000000000	0,00000226052	0,00000379674	0,00000167704	0,00000173173	
alien be     	0,00000000000	0,00000295199	0,00000000000	0,00000077103	0,00000129501	0,00000343209	0,00000059067	
allow be     	0,00000385707	0,00000000000	0,00000322497	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
amazing be   	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000108514	0,00000112053	
amazing film 	0,00000000000	0,00000000000	0,00000000000	0,00000060464	0,00000000000	0,00000000000	0,00000000000	
amazing movie	0,00000052746	0,00000000000	0,00000088204	0,00000085011	0,00000071392	0,00000031534	0,00000032563	
amazing performance	0,00000209197	0,00000322718	0,00000174914	0,00000000000	0,00000000000	0,00000062534	0,00000064573	
amazing special	0,00000519690	0,00000000000	0,00000000000	0,00000209396	0,00000000000	0,00000000000	0,00000000000	
amazing story	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000219270	
amazing thing	0,00000000000	0,00000000000	0,00000000000	0,00000326108	0,00000000000	0,00000000000	0,00000000000	
american be  	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000266710	0,00000091803	
american classic	0,00000000000	0,00001730942	0,00000234544	0,00000226052	0,00000000000	0,00000000000	0,00000000000	
american film	0,00000000000	0,00000000000	0,00000000000	0,00000102539	0,00000000000	0,00000000000	0,00000000000	
american history	0,00000000000	0,00000616692	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000061697	
animated feature	0,00000000000	0,00000000000	0,00000000000	0,00001233648	0,00000000000	0,00000000000	0,00000000000	
animated film	0,00000000000	0,00000000000	0,00000000000	0,00006419011	0,00000106745	0,00000141450	0,00000000000	
animated movie	0,00000000000	0,00000000000	0,00000093817	0,00006419878	0,00000303739	0,00000067082	0,00000000000	
animation be 	0,00000058915	0,00000363539	0,00000049260	0,00002468769	0,00000000000	0,00000176109	0,00000000000	
answer be    	0,00000000000	0,00000928798	0,00000000000	0,00000000000	0,00000000000	0,00000179975	0,00000371689	
answer question	0,00000000000	0,00000705199	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
anyone be    	0,00000000000	0,00000000000	0,00000135788	0,00000065436	0,00000000000	0,00000048546	0,00000150387	
anyone enjoy 	0,00000000000	0,00000000000	0,00000209541	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
anyone have  	0,00000000000	0,00000000000	0,00000133160	0,00000064170	0,00000000000	0,00000095213	0,00000049159	
anyone like  	0,00000089765	0,00000000000	0,00000150108	0,00000072337	0,00000121496	0,00000000000	0,00000055415	
anyone look  	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000204972	0,00000000000	
anyone love  	0,00000000000	0,00000000000	0,00000173444	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
anyone want  	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000108852	
anyone watch 	0,00000000000	0,00001171715	0,00000000000	0,00000000000	0,00000000000	0,00000227046	0,00000000000	
anything be  	0,00000000000	0,00000416183	0,00000000000	0,00000108703	0,00000000000	0,00000241934	0,00000000000	
appeal be    	0,00000000000	0,00001228411	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
appear be    	0,00000000000	0,00000000000	0,00000103718	0,00000099963	0,00000000000	0,00000000000	0,00000076579	
appreciate be	0,00000488817	0,00000000000	0,00000000000	0,00000196956	0,00000330805	0,00000000000	0,00000000000	
art be       	0,00000116992	0,00000000000	0,00000000000	0,00000188555	0,00000000000	0,00000069943	0,00000722240	
art direction	0,00000000000	0,00000308346	0,00000000000	0,00000080537	0,00000000000	0,00000000000	0,00000061697	
art film     	0,00000355184	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000328905	
art form     	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000195375	
art movie    	0,00000274281	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000677300	
artist be    	0,00000357757	0,00000000000	0,00000000000	0,00000288298	0,00000000000	0,00000000000	0,00000000000	
ask be       	0,00000787828	0,00000810228	0,00000219573	0,00000211623	0,00000355439	0,00000313999	0,00000000000	
aspect be    	0,00000000000	0,00000609292	0,00000165119	0,00000000000	0,00000267290	0,00000000000	0,00000121914	
aspect film  	0,00000280514	0,00000288490	0,00000156362	0,00000000000	0,00000126558	0,00000055901	0,00000000000	
aspect movie 	0,00000000000	0,00000000000	0,00000000000	0,00000128339	0,00000000000	0,00000000000	0,00000098318	
atmosphere be	0,00000000000	0,00000673995	0,00000182653	0,00000000000	0,00000000000	0,00000000000	0,00000134861	
attention be 	0,00008800833	0,00000662274	0,00000000000	0,00000172979	0,00000000000	0,00000000000	0,00000132515	
attention detail	0,00008666103	0,00000270076	0,00000073191	0,00000000000	0,00000000000	0,00000052333	0,00000000000	
audience be  	0,00000086615	0,00000000000	0,00000144841	0,00000139597	0,00000117233	0,00000103565	0,00000106942	
audience have	0,00000000000	0,00000000000	0,00000275198	0,00000000000	0,00000000000	0,00000196773	0,00000000000	
award be     	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000092359	
award best   	0,00000000000	0,00000000000	0,00000000000	0,00000108406	0,00000000000	0,00000000000	0,00000000000	
award include	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000092922	
award win    	0,00000000000	0,00000000000	0,00000083225	0,00000160424	0,00000000000	0,00000000000	0,00000061449	
award winner 	0,00000000000	0,00000000000	0,00000000000	0,00000479339	0,00000000000	0,00000000000	0,00000183605	
awesome be   	0,00000297413	0,00000000000	0,00000000000	0,00000239670	0,00000000000	0,00000177807	0,00000000000	
awesome movie	0,00000063296	0,00000195286	0,00000000000	0,00000051007	0,00000000000	0,00000075682	0,00000000000	
bad be       	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000609570	
bad guy      	0,00000083396	0,00000000000	0,00000000000	0,00000067205	0,00000000000	0,00000099716	0,00000051484	
bale be      	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000201881	0,00000000000	0,00000046040	
base be      	0,00000000000	0,00000000000	0,00000000000	0,00000272501	0,00000000000	0,00000202164	0,00000000000	
